Customer_Id;CustomerName;Customer_adresse;StateID;id2;tempsInsc;SUM1;SUM2;State_Name;TotalSUM;AverageSUM
918;Woodworks Co.;12 Craven Way;23;2;12/07/2003 03:55;24268;14006.6952;Minnesota;38274.6952;19137.3476
919;Myers Chocolates and Confectio;899 Harvard Ct;24;16;30/06/1986 15:55;58564;18108.3876;Mississippi;76672.3876;38336.1938
920;Michael Montgomery Hair Saloon;726 White Oaks Ave.;38;22;17/02/2001 01:20;38714;48724.4359;Pennsylvania;87438.4359;43719.21795
921;Funnyface Amusement Games;746 Judson Place;14;10;15/06/1993 17:00;80439;81468.2128;Indiana;161907.21279999998;80953.60639999999
922;Hart Corporation;854 Woodbine;12;7;28/07/2000 03:27;17456;96249.0559;Idaho;113705.0559;56852.52795
923;Esmarda Chemical Manufacturers;1101 Deerfield Place;27;32;20/06/1996 09:40;60675;44318.4675;Nebraska;104993.4675;52496.73375
924;Dapper's Antiques;367Bluebird Terr.;7;48;14/01/1970 01:08;45364;95364.5320;Connecticut;140728.532;70364.266
925;Griffith Paving and Sealcoatin;1126 Hillcrest Ave;10;46;06/05/1985 21:40;2818.;16325.7520;Georgia;19143.752;9571.876
926;Got It All Electronics Supply;1949 Cloverdale Rd.;50;25;13/09/2000 02:48;84625;92000.4733;Wyoming;176625.4733;88312.73665
927;Palmer Golf Supplies;224  Highwood Ave.;47;23;02/06/2004 05:53;98650;18441.8606;Washington;117091.8606;58545.9303
928;North Shore Appliance Service;616 Cobblestone Cir.;29;24;09/08/1977 08:33;9690.;2439.0884;New Hampshire;12129.0884;6064.5442
929;Cradle the Call;886 Yale Lane;47;38;23/10/1975 13:40;4208.;70460.0111;Washington;74668.0111;37334.00555
930;Hart Corporation;1575 Oakwood Ave.;29;14;26/08/2000 08:20;8854.;77159.2067;New Hampshire;86013.2067;43006.60335
931;Glenn Oaks Office Supplies;218 Oakridge Ave.;25;12;06/10/1975 12:35;65892;54192.7212;Missouri;120084.7212;60042.3606
932;Palmer Golf Supplies;1714 Clifton Rd.;47;27;15/05/2007 23:15;90358;61985.4845;Washington;152343.4845;76171.74225
933;Marks, Marks, and Kaplan Ltd.;1954 First St.;30;7;29/10/2006 09:08;53880;52320.1000;New Jersey;106200.1;53100.05
934;North Park Lighting Galleries;917 Fairview Ave.  Apt. 982;47;10;07/09/1998 21:27;65844;4285.5023;Washington;70129.5023;35064.75115
935;Brand Y Creative Services;5518 Madison St.;49;50;29/07/1971 02:47;12770;75949.1000;Wisconsin;88719.1;44359.55
936;Percy Photography;1101 Deerfield Place;28;47;12/02/1983 01:07;55909;51354.4352;Nevada;107263.4352;53631.7176
937;Pete's Auto Repair;1715 Chicago Ave.;13;29;22/10/1992 05:15;13000;91520.5952;Illinois;104520.5952;52260.2976
938;John G. Hartling Ltd.;368 Woodland Rd.;5;47;28/08/2006 13:15;48242;38800.9704;California;87042.97039999999;43521.485199999996
939;Tub's Furniture Store;21 Lakeview Terrace #2312;20;29;11/02/1985 08:53;77767;74330.5520;Maryland;152097.552;76048.776
940;Ampro Office Team Ltd.;872 Virginia Rd.;20;25;06/11/2006 08:00;76237;61780.0896;Maryland;138017.0896;69008.5448
941;Griffith Paving and Sealcoatin;2148 Eastview Dr.;35;47;23/05/1980 04:20;40122;78600.6428;Ohio;118722.6428;59361.3214
942;Shaggy's Grooming Services;77 Blackhawk Rd;49;30;01/12/2005 04:02;79787;9017.5588;Wisconsin;88804.5588;44402.2794
943;Nitelites Party Rental;511 Hill;13;47;29/03/1970 12:00;2230.;40311.6590;Illinois;42541.659;21270.8295
944;Mac Computer Warehouse;1912 Old Briar Lane #2;24;49;02/12/2005 00:13;5568.;67408.4168;Mississippi;72976.4168;36488.2084
945;Crossroads Construction, Inc.;2644 Princeton Ln.;18;28;05/08/1980 22:47;11250;21080.8268;Louisiana;32330.8268;16165.4134
946;Masterlands Cleaning;115 Judson Rd.;15;13;09/11/2000 22:42;63109;10488.5830;Iowa;73597.583;36798.7915
947;Myers Chocolates and Confectio;812 North Ave.;25;5;16/04/2006 18:35;7346.;88910.5974;Missouri;96256.5974;48128.2987
948;Kermit the Pet Shop;872 Virginia Rd.;43;20;20/11/1996 03:20;73640;93596.8343;Texas;167236.8343;83618.41715
949;AAA Daniels Antiques;302-A Crestwood Village Rd.;20;20;30/01/1972 06:13;240.4;54978.9296;Maryland;55219.329600000005;27609.664800000002
950;Futoons Cartoons Emporium;10 Marquette Rd.;17;35;15/03/1971 23:22;37374;49147.9862;Kentucky;86521.9862;43260.9931
951;Hibop Heating and Air Conditio;210 Cresant Rd.;45;49;11/04/2005 07:13;36781;384.4294;Vermont;37165.4294;18582.7147
952;MedicServe Medical Supply;1234 Devonshire Court;29;13;31/05/2005 20:22;14322;70210.0320;New Hampshire;84532.032;42266.016
953;Camp Oconomowoc;812 North Ave.;17;24;06/04/1992 23:40;85436;14384.8858;Kentucky;99820.8858;49910.4429
954;Kosmo Consulting;225 Jeffrys Place;39;18;29/01/1978 22:13;79068;29793.9136;Rhode Island;108861.9136;54430.9568
955;Nirabi Auto Service;581 Hill St. Apt. 234;33;15;14/09/1987 07:40;77316;68396.5597;North Carolina;145712.55969999998;72856.27984999999
956;Salt & Pepper Catering Service;334 Lynn Terrace;30;25;12/07/1978 15:00;1517.;14438.8235;New Jersey;15955.8235;7977.91175
957;Air France;865 Old Tall Tree Lane;17;43;06/03/2007 07:48;44673;38660.1988;Kentucky;83333.1988;41666.5994
958;Lambert & Locke Legal Services;10 Marquette Rd.;25;20;20/03/2000 06:40;25790;78606.5346;Missouri;104396.5346;52198.2673
959;Esmarda Chemical Manufacturers;1859 Green Bay Rd.;35;17;28/07/1980 03:40;53134;40244.6127;Ohio;93378.6127;46689.30635
960;Glenwood Credit Union;406 Trinity Ct.;50;45;07/02/1993 15:47;83474;90724.7000;Wyoming;174198.7;87099.35
961;janice Mann Accounting Service;872 Virginia Rd.;6;29;01/03/1989 12:53;59250;92728.9687;Colorado;151978.9687;75989.48435
962;Camp Oconomowoc;115 Pleasent Ave.;3;17;03/02/2005 14:53;32208;87874.6857;Arizona;120082.6857;60041.34285
963;Doll House Rock;120 high St.;10;39;04/08/2004 21:40;89240;58418.6184;Georgia;147658.6184;73829.3092
964;Hibop Heating and Air Conditio;929 Brittany Ave.;28;33;22/07/1980 08:47;42491;82788.2353;Nevada;125279.2353;62639.61765
965;Mail Boxes Et. Al.;115 Pleasent Ave.;42;30;10/08/2002 18:20;83585;88600.5715;Tennessee;172185.57150000002;86092.78575000001
966;Smith Communications Inc.;872 Virginia Rd.;29;17;24/07/1975 19:53;20896;93288.1747;New Hampshire;114184.1747;57092.08735
967;Rythmics Ltd.;1155 Ridgewood Drive;2;25;20/04/1986 16:53;84432;1457.9057;Alaska;85889.9057;42944.95285
968;Hi-Land Art & Frame;12 Craven Way;37;35;29/09/1998 21:13;94600;67608.9480;Oregon;162208.948;81104.474
969;American Deli Workers Union;807 Old Trail Rd.;36;50;24/05/1993 17:13;9656.;58752.8368;Oklahoma;68408.83679999999;34204.418399999995
970;Shaggy's Grooming Services;201-C Frontage Rd.;40;6;17/02/1996 23:33;66174;19242.6850;South Carolina;85416.685;42708.3425
971;Glenn Oaks Office Supplies;1954 First St.;20;3;11/11/2003 19:22;95743;98164.2463;Maryland;193907.2463;96953.62315
972;Schnitzer Denist College;218 Oakridge Ave.;5;10;05/11/2000 19:07;95940;98785.0370;California;194725.037;97362.5185
973;Doll House Rock;1547 Knolwood Rd.;28;28;29/05/1987 16:20;5027.;52865.3146;Nevada;57892.3146;28946.1573
974;Mac Computer Warehouse;4763 Blackhawk Rd.;18;42;27/06/2005 11:15;9565.;3150.4670;Louisiana;12715.467;6357.7335
975;Bill's Dive Shop;2148 Eastview Dr.;8;29;18/11/2006 00:15;89260;70170.2250;Delaware;159430.225;79715.1125
976;Pac Builders;865 Old Tall Tree Lane;44;2;27/11/2000 09:48;23032;35490.8108;Utah;58522.8108;29261.4054
977;Marks, Marks, and Kaplan Ltd.;1770 first St.;14;37;10/10/1972 02:08;19321;29044.9376;Indiana;48365.937600000005;24182.968800000002
978;PGS Associates;21 Lakeview Terrace #2312;48;36;10/08/1994 15:02;55840;62945.3336;;118785.3336;59392.6668
979;Parties Galore Golf Course;12 Skokie Valley Rd.;22;40;26/11/1978 20:27;33900;65468.8632;Michigan;99368.86319999999;49684.431599999996
980;Nirabi Auto Service;844 Spruce St.;35;20;01/10/1990 17:53;93407;46076.5705;Ohio;139483.5705;69741.78525
981;Lake Shore Beaches;1633 McGovern place;12;5;10/08/2006 12:22;45923;84464.1746;Idaho;130387.1746;65193.5873
982;Chicagoland Cleaners;1220 Heather Lane;44;28;12/07/1975 02:20;97784;14124.0086;Utah;111908.0086;55954.0043
983;Ampro Office Team Ltd.;1185 County line Rd.;45;18;10/02/2001 10:13;32236;97580.3832;Vermont;129816.3832;64908.1916
984;Pac Builders;785 Highland place;14;8;15/02/1977 13:07;74912;13168.1992;Indiana;88080.1992;44040.0996
985;Highland Lanes;1920 Sunnyside Ave.;48;44;27/05/1970 04:35;43284;73888.8143;;117172.8143;58586.40715
986;Lidhal design Corp.;465 Stratford Rd.;47;14;16/12/1972 04:15;92320;50040.8883;Washington;142360.8883;71180.44415
987;Keyth Contracting and Repair;1831 Beverly Place #9D;30;48;27/01/2006 22:13;93169;40400.9104;New Jersey;133569.9104;66784.9552
988;Perimeter Security Consultants;1077 Court Ave.;20;22;11/05/2001 10:20;43736;25648.0014;Maryland;69384.00140000001;34692.000700000004
989;Block Boats and Lures;1975 elmwood Circle;17;35;08/10/1990 16:33;43420;37293.7240;Kentucky;80713.724;40356.862
990;Griffith Paving and Sealcoatin;669 Kikaid;2;12;16/10/2004 19:40;81600;35889.1382;Alaska;117489.1382;58744.5691
991;Lickmen Restoration;1575 Oakwood Ave.;23;44;17/07/2000 00:47;69136;99328.5444;Minnesota;168464.5444;84232.2722
992;Lidhal design Corp.;12 Walker Ave.;6;45;22/02/1994 23:33;24220;86288.8264;Colorado;110508.8264;55254.4132
993;Elle Hypnosis and Therapy Cent;244 Briar Ln;45;14;26/10/2001 06:07;81324;10625.6704;Vermont;91949.6704;45974.8352
994;Johnson, Erico & Co CPA's;3181 Barkwood Ct.;8;48;17/01/1993 19:47;38356;89073.4795;Delaware;127429.4795;63714.73975
995;Energy Source Diet Centers;231 Sheriden Rd.;7;47;22/06/1987 12:33;27488;77022.4480;Connecticut;104510.448;52255.224
996;Pete's Auto Repair;654 Walnut Rd.;20;30;01/12/1972 03:08;27126;24953.9059;Maryland;52079.9059;26039.95295
997;Air Barbados;886 Yale Lane;31;20;03/04/1974 05:47;18770;78094.9471;New Mexico;96864.9471;48432.47355
998;Eva Galler Galleries Inc.;618 Sheriden rd.;35;17;01/05/1987 01:28;84426;55336.1295;Ohio;139762.1295;69881.06475
999;Lickmen Restoration;1875 Roger Williams Ave.;9;2;17/11/2005 22:42;90728;42004.8492;Florida;132732.8492;66366.4246
1000;AAA Daniels Antiques;1957 Huntington Ave.;41;23;22/10/1980 11:53;6863.;49532.2585;South Dakota;56395.2585;28197.62925
1001;Marcy Elaine Bakery;1233 Arbor Rd.;28;6;24/08/1986 01:28;7125.;7771.3712;Nevada;14896.3712;7448.1856
1002;Hi-Land Art & Frame;310 Walker Ave.;18;45;27/08/2001 12:47;32764;89183.9574;Louisiana;121947.9574;60973.9787
1003;Kermit the Pet Shop;1858 Balsam Way;3;8;23/08/1992 09:53;92284;99142.5448;Arizona;191426.5448;95713.2724
1004;Air France;1858 Balsam Way;49;7;03/01/2003 16:27;60470;61105.0148;Wisconsin;121575.0148;60787.5074
1005;Palmer Golf Supplies;244 Briar Ln;2;20;18/11/1990 20:27;53216;30651.3992;Alaska;83867.3992;41933.6996
1006;Highland Woods City Hall;59 Cordon Terr.;21;31;25/06/2007 11:28;83600;82904.7280;Massachusetts;166504.728;83252.364
1007;Smith & Wesson Militia;54 Lakeview Terrace;13;35;02/04/2004 04:15;48297;86516.9214;Illinois;134813.9214;67406.9607
1008;New Dehli Auto Exchange;1770 first St.;36;9;07/06/1980 22:07;40673;96458.6952;Oklahoma;137131.69520000002;68565.84760000001
1009;Lennox Air Pollution Control;1658 Second St.;13;41;13/12/2002 00:27;83968;57950.8977;Illinois;141918.8977;70959.44885
1010;Nirabi Auto Service;1287 Glencoe Ave.;22;28;16/09/2005 20:47;76092;17368.8404;Michigan;93460.8404;46730.4202
1011;Park District Of America;1750 Lily Court;24;18;20/02/2003 03:20;30448;73097.1082;Mississippi;103545.1082;51772.5541
1012;Sigman and Freud Psychiatry;302-A Crestwood Village Rd.;48;3;07/09/1994 09:42;25635;61646.3869;;87281.3869;43640.69345
1013;janice Mann Accounting Service;2045 St. johns Ave.;10;49;05/07/2000 06:20;43240;31046.0056;Georgia;74286.0056;37143.0028
1014;Mergenthaler Inc.;355 Golf Rd.;20;2;03/07/1985 09:28;19186;66238.9504;Maryland;85424.9504;42712.4752
1015;Morton Roofing and Siding;512 Hill;7;21;09/02/2005 00:42;16825;68302.6395;Connecticut;85127.6395;42563.81975
1016;Auto Interior Carpeting Compan;433 Burton Ave.;31;13;09/07/1986 22:08;36308;89002.5253;New Mexico;125310.5253;62655.26265
1017;Bako Delicatessen;14836 W. River Oaks Dr.;22;36;15/01/1997 20:27;23008;78948.4368;Michigan;101956.4368;50978.2184
1018;Pac Builders;59 Cordon Terr.;6;13;07/12/2002 13:22;780.1;8445.4740;Colorado;9225.574;4612.787
1019;Air India;14836 W. River Oaks Dr.;44;22;01/02/1970 13:35;45115;83391.2333;Utah;128506.2333;64253.11665
1020;Facelift Kitchen and Bath;746 Judson Place;44;24;02/03/2002 20:13;88440;10501.2650;Utah;98941.265;49470.6325
1021;Pasifico Inc.;965 Marion Place Apt. 65C;20;48;31/07/1980 03:53;83140;70012.7400;Maryland;153152.74;76576.37
1022;Air Barbados;812 North Ave.;34;10;24/07/2001 19:40;83037;63762.6144;North Dakota;146799.6144;73399.8072
1023;Keep Cool Air Conditioner Repa;770 Exmoor Rd.;11;20;01/11/2005 22:00;69472;86784.1462;Hawaii;156256.14620000002;78128.07310000001
1024;Shaggy's Grooming Services;1155 Ridgewood Drive;10;7;11/05/1986 13:53;48204;61590.3000;Georgia;109794.3;54897.15
1025;Morton Roofing and Siding;1701 W. Mellody Rd.;36;31;29/05/1987 16:20;33864;63685.0207;Oklahoma;97549.0207;48774.51035
1026;Hibop Heating and Air Conditio;456 Grossman Ln.;14;22;15/07/2005 00:07;54170;73588.3557;Indiana;127758.3557;63879.17785
1027;Lidhal design Corp.;38976 Forest View Rd.;49;6;18/01/2002 07:33;52020;21154.7512;Wisconsin;73174.7512;36587.3756
1028;MedicServe Medical Supply;42 Valley Rd.;17;44;03/09/2006 08:08;55356;61960.2394;Kentucky;117316.23939999999;58658.119699999996
1029;Mergenthaler Inc.;2870 Skokie Rd.;50;44;15/02/2002 20:55;35299;47572.5750;Wyoming;82871.575;41435.7875
1030;Gordon & Son Brockerage Ltd.;21 Lakeview Terrace #2312;31;20;13/01/1997 03:48;80860;72436.2404;New Mexico;153296.2404;76648.1202
1031;Portugal, Liddy, & Son Ltd.;2678 Sheridan Rd.;31;34;19/08/2000 21:55;40300;27709.9840;New Mexico;68009.984;34004.992
1032;Camp Oconomowoc;970 Vilas Circle;18;11;06/01/1986 12:53;90608;92744.3261;Louisiana;183352.3261;91676.16305
1033;Parkway Auto Body;3062 Lindenwood Ln.;50;10;03/10/2003 08:48;89238;4896.9492;Wyoming;94134.9492;47067.4746
1034;Moveit Motercycle Service;242 Ashland Ave.;9;36;24/01/2000 07:47;64515;42080.8740;Florida;106595.87400000001;53297.937000000005
1035;Caranisco Homes;1486 Old Deerfield Rd.;6;14;23/08/1982 06:08;96826;67505.0760;Colorado;164331.076;82165.538
1036;Vanity Town;662 Lyons Circle;39;49;17/11/2006 17:47;14728;39258.8027;Rhode Island;53986.8027;26993.40135
1037;Darcy Frame and Matting Servic;3181 Barkwood Ct.;20;17;26/11/1993 07:47;14496;81728.1638;Maryland;96224.1638;48112.0819
1038;Acturial Enterprises Ltd.;22 Clay rd.;2;50;30/12/2004 13:07;91175;63212.8680;Alaska;154387.86800000002;77193.93400000001
1039;Arthur M. Feildberg Galleries;1860 Parkside Ln.;16;31;26/04/1994 23:40;67878;17205.6472;Kansas;85083.6472;42541.8236
1040;Hart Corporation;1770 first St.;6;31;02/01/1977 13:33;63940;62325.3857;Colorado;126265.3857;63132.69285
1041;Schnitzer Denist College;2644 Princeton Ln.;41;18;30/09/2004 19:02;92790;38147.7840;South Dakota;130937.784;65468.892
1042;Marcy Elaine Bakery;12 Craven Way;20;50;21/06/1970 08:07;95931;49030.3950;Maryland;144961.395;72480.6975
1043;MedicServe Medical Supply;1679 McCraren;40;9;29/01/2000 01:35;88007;2600.8484;South Carolina;90607.8484;45303.9242
1044;Sigman and Freud Psychiatry;1915 Lewis Ln.  Apt 13;9;6;08/10/1972 03:40;87558;55540.9057;Florida;143098.9057;71549.45285
1045;Lickmen Restoration;1235 Easton Rd.;27;39;04/09/1972 14:07;89108;86956.2976;Nebraska;176064.2976;88032.1488
1046;Highland Heights Gift Shop;218 Oakridge Ave.;32;20;23/03/2002 16:13;52456;4458.6108;New York;56914.6108;28457.3054
1047;Cradle the Call;1486 Oakwood;21;2;13/05/2005 17:00;87812;84138.7192;Massachusetts;171950.7192;85975.3596
1048;Childress Child Day Care;1337 Cavell Ave.;13;16;11/02/1986 17:35;24291;28440.5802;Illinois;52731.5802;26365.7901
1049;Salt & Pepper Catering Service;574 Chicago Ave.;7;6;05/01/2001 10:00;82520;91096.2508;Connecticut;173616.25079999998;86808.12539999999
1050;Kosmo Consulting;1436 Waverly Rd.;25;41;31/08/2006 09:28;27640;78240.2994;Missouri;105880.2994;52940.1497
1051;Smith & Wesson Militia;600 Central Ave;5;20;17/12/2000 17:33;26432;41842.6432;California;68274.64319999999;34137.321599999996
1052;Innman Paint and Glass;2024 St.Johns Ave.;37;40;13/08/2001 04:20;21141;58560.5611;Oregon;79701.56109999999;39850.780549999996
1053;Energy Source Diet Centers;310 Walker Ave.;34;9;11/06/2000 06:07;73770;57572.5072;North Dakota;131342.5072;65671.2536
1054;Brand Y Creative Services;12 Skokie Valley Rd.;37;27;15/04/1994 09:53;36180;26792.5904;Oregon;62972.5904;31486.2952
1055;Nyman Interior Design;3059 Priscilla Court;21;32;21/01/1993 14:42;34602;27154.3720;Massachusetts;61756.372;30878.186
1056;Nirabi Auto Service;302-A Crestwood Village Rd.;46;21;31/12/1997 20:27;82284;51620.4720;Virginia;133904.472;66952.236
1057;Nitelites Party Rental;42 Valley Rd.;49;13;08/04/2006 04:35;1397.;13715.2025;Wisconsin;15112.2025;7556.10125
1058;Lutz Soft Cloth Car Wash;1619 Judson Ave. Apt #34B;44;7;27/08/1972 02:35;65365;50261.4300;Utah;115626.43;57813.215
1059;Dean Grant Buick and Crysler;1715 Chicago Ave.;9;25;24/08/2002 15:40;80040;2336.0824;Florida;82376.0824;41188.0412
1060;Air Mexico;1714 Clifton Rd.;37;5;04/04/2001 21:28;60416;44632.6463;Oregon;105048.6463;52524.32315
1061;Venturi Discount Drugs;1185 County line Rd.;12;37;15/04/2000 23:47;98544;88559.7467;Idaho;187103.74670000002;93551.87335000001
1062;Quad City Cleaning;581 Hill St. Apt. 234;25;34;21/11/2006 12:42;4478.;11684.4249;Missouri;16162.4249;8081.21245
1063;Cotton Thumb Ltd.;3100 Trailer Way;18;37;18/05/2006 10:47;14590;95168.4546;Louisiana;109758.4546;54879.2273
1064;Innman Paint and Glass;937 Judson Ave.;17;21;26/02/2001 19:35;72214;21912.6147;Kentucky;94126.6147;47063.30735
1065;Rythmics Ltd.;1270 Linden Ave.;50;46;30/11/2005 09:20;44494;5600.6128;Wyoming;50094.6128;25047.3064
1066;American Deli Workers Union;1660 Park Ave.;41;49;02/01/1970 03:47;36441;2859.3745;South Dakota;39300.3745;19650.18725
1067;Green Shoes Corp.;1831 Beverly Place #9D;30;44;15/06/1986 23:53;60080;79792.2756;New Jersey;139872.2756;69936.1378
1068;Mergenthaler Inc.;3160 Summit Ave.;41;9;19/07/1987 03:27;64672;33392.5576;South Dakota;98064.5576;49032.2788
1069;Lake Shore Publishing;12 Skokie Valley Rd.;7;37;05/12/1977 20:00;7650.;15700.7392;Connecticut;23350.7392;11675.3696
1070;Deer Lake Inn;1575 Oakwood Ave.;4;12;05/01/1978 05:48;55188;83249.5286;Arkansas;138437.52860000002;69218.76430000001
1071;Air Barbados;115 Pleasent Ave.;22;25;04/12/1992 00:02;63020;65272.7663;Michigan;128292.7663;64146.38315
1072;Woodworks Co.;218 Oakridge Ave.;9;18;01/09/1986 13:00;79765;53888.1974;Florida;133653.1974;66826.5987
1073;Air India;1704 Ridgelee Rd;26;17;20/01/1978 16:00;6904.;41880.4297;Montana;48784.4297;24392.21485
1074;Glenn Oaks Office Supplies;43078 Kennedy Dr.;25;50;05/04/1992 08:47;62900;7104.1566;Missouri;70004.1566;35002.0783
1075;Michael Montgomery Hair Saloon;224  Highwood Ave.;30;41;01/11/1983 02:00;74540;62720.6894;New Jersey;137260.6894;68630.3447
1076;Camp Oconomowoc;3150 Skokie Valley Rd.;3;30;08/08/1996 19:02;8093.;75841.2984;Arizona;83934.2984;41967.1492
1077;Pete's Auto Repair;1234 Devonshire Court;14;41;11/11/2005 00:02;79900;98760.8580;Indiana;178660.858;89330.429
1078;North Park Lighting Galleries;201-C Frontage Rd.;14;7;17/10/1992 23:13;83328;59508.2718;Indiana;142836.2718;71418.1359
1079;Venturi Discount Drugs;465 Stratford Rd.;35;4;27/11/2003 21:08;56608;11072.8886;Ohio;67680.8886;33840.4443
1080;Toggle & Myerson Ltd;969 Saxony Drive;4;22;02/07/1993 09:00;78066;1652.5625;Arkansas;79718.5625;39859.28125
1081;janice Mann Accounting Service;3901 Chester Ave. Apt. 3C;37;9;20/03/2002 15:47;55875;94960.1265;Oregon;150835.1265;75417.56325
1082;Hilco Auto Body;2936 Arlington Ave.;5;26;23/01/2000 08:15;88484;51785.8150;California;140269.815;70134.9075
1083;Hi-Land Art & Frame;21 Lakeview Terrace #2312;1;25;23/04/1975 15:47;52422;36869.5574;Alabama;89291.55739999999;44645.778699999995
1084;MedicServe Medical Supply;662 Lyons Circle;33;30;27/06/1985 07:00;66305;36368.8612;North Carolina;102673.8612;51336.9306
1085;Camp Oconomowoc;1337 Cavell Ave.;50;3;16/03/1975 11:07;13852;92844.0470;Wyoming;106696.047;53348.0235
1086;Car Suite Cleaners;139 Bay Colony Dr.;14;14;01/04/1972 07:07;63520;97689.0955;Indiana;161209.0955;80604.54775
1087;Quad City Cleaning;10 Marquette Rd.;9;14;24/11/1978 03:48;61836;72452.4700;Florida;134288.47;67144.235
1088;Childress Child Day Care;2936 Arlington Ave.;37;35;01/01/1980 07:33;36736;51964.0940;Oregon;88700.094;44350.047
1089;Maintence Services of Maine;1750 Lily Court;11;4;14/01/2005 01:48;24277;85420.8676;Hawaii;109697.8676;54848.9338
1090;Highland Heights Gift Shop;899 Harvard Ct;13;37;28/03/1978 02:27;51328;24023.1224;Illinois;75351.1224;37675.5612
1091;Loyal Order of Buffalo;4763 Blackhawk Rd.;39;5;02/09/1994 11:00;72732;6660.3500;Rhode Island;79392.35;39696.175
1092;Masterlands Cleaning;632 Florence Dr.;19;1;05/01/1989 10:40;35972;55124.8270;Maine;91096.82699999999;45548.413499999995
1093;Mail Boxes Et. Al.;1715 Chicago Ave.;43;33;20/07/1985 10:33;20987;91820.3335;Texas;112807.3335;56403.66675
1094;Keyth Contracting and Repair;1954 First St.;49;50;13/03/2000 12:40;5440.;39296.4426;Wisconsin;44736.4426;22368.2213
1095;Terrinni & Son Auto and Truck;1619 Judson Ave. Apt #34B;39;14;24/08/2006 18:47;65904;48046.5376;Rhode Island;113950.53760000001;56975.268800000005
1096;Bako Delicatessen;3148 cottonwood Ct.;31;9;21/04/2006 03:13;81834;5601.7572;New Mexico;87435.7572;43717.8786
1097;PGS Associates;225 Jeffrys Place;14;37;03/07/2000 05:53;50360;95888.8949;Indiana;146248.8949;73124.44745
1098;Corbins, Rodriguez, & Savocchi;807 Old Trail Rd.;23;11;11/08/1971 13:00;73420;15918.9615;Minnesota;89338.9615;44669.48075
1099;Mergenthaler Inc.;244 Briar Ln;12;13;08/04/2000 14:20;16060;76080.9358;Idaho;92140.9358;46070.4679
1100;Green Bay Travel Services;1482 Concorde Circle;37;39;21/01/1978 10:42;34375;74969.5496;Oregon;109344.5496;54672.2748
1101;Yale Remins Temp Agency;135 Lakewood place;8;19;09/04/1982 00:27;21286;87369.2296;Delaware;108655.2296;54327.6148
1102;Dean Grant Buick and Crysler;1658 Second St.;46;43;25/10/1970 10:53;18822;723.0080;Virginia;19545.008;9772.504
1103;Pivot Point College;1920 Sunnyside Ave.;18;49;28/07/2003 17:53;97524;51232.8204;Louisiana;148756.8204;74378.4102
1104;Hoffman Printing Center;43078 Kennedy Dr.;1;39;14/05/1992 00:33;68660;17817.6314;Alabama;86477.6314;43238.8157
1105;Glenn Oaks Office Supplies;1245 Eastwood;14;31;25/01/2001 05:20;17220;55455.3600;Indiana;72675.36;36337.68
1106;Lickmen Restoration;839 Burton Ave;21;14;19/03/2004 16:00;27310;88454.0000;Massachusetts;115764.0;57882.0
1107;Green Shoes Corp.;12 Fort Sheriden Ave.;22;23;03/04/2005 06:28;48804;29520.8043;Michigan;78324.8043;39162.40215
1108;Esmarda Chemical Manufacturers;12 Craven Way;25;12;16/08/2004 11:27;9938.;72375.5793;Missouri;82313.5793;41156.78965
1109;Mail Boxes Et. Al.;1770 first St.;25;37;28/08/2006 18:20;54256;9880.4880;Missouri;64136.488;32068.244
1110;Myles Building Consultants;669 Kikaid;37;8;14/10/2000 15:40;26921;19016.7555;Oregon;45937.7555;22968.87775
1111;Camp Oconomowoc;1875 Roger Williams Ave.;8;46;20/02/1971 01:07;58016;90400.9994;Delaware;148416.9994;74208.4997
1112;Bee Line Publishing;1619 Judson Ave. Apt #34B;10;18;21/09/2007 19:40;82516;50161.6800;Georgia;132677.68;66338.84
1113;Innman Paint and Glass;770 Exmoor Rd.;36;1;10/10/2001 19:55;43780;91152.5925;Oklahoma;134932.5925;67466.29625
1114;Ampro Office Team Ltd.;581 Hill St. Apt. 234;17;14;11/04/1982 08:00;49844;99499.6350;Kentucky;149343.635;74671.8175
1115;Transformation Enterprises;3478 Bryn Mawr St.;21;21;06/09/1977 21:55;7667.;31058.3628;Massachusetts;38725.3628;19362.6814
1116;Salt & Pepper Catering Service;430 Oakland Drive;39;22;01/06/1970 04:47;75040;21508.9270;Rhode Island;96548.927;48274.4635
1117;Bee Line Publishing;1750 Lily Court;46;25;25/02/2000 01:33;84070;84017.9632;Virginia;168087.9632;84043.9816
1118;Myles Building Consultants;550 Sheridan;44;25;06/04/2001 10:20;89805;70672.5994;Utah;160477.5994;80238.7997
1119;Hilco Auto Body;616 Cobblestone Cir.;31;37;11/08/1994 18:48;52208;62170.5300;New Mexico;114378.53;57189.265
1120;Bernhardt Ltd.;456 Grossman Ln.;48;8;11/09/2005 13:40;69906;84053.6065;;153959.6065;76979.80325
1121;Cotton Thumb Ltd.;3150 Skokie Valley Rd.;32;10;19/08/1985 20:22;67905;26120.5224;New York;94025.5224;47012.7612
1122;American Deli Workers Union;1486 Oakwood;30;36;28/04/2001 10:07;20548;34310.7680;New Jersey;54858.768;27429.384
1123;Mergenthaler Inc.;673 Calais Drive;34;17;08/04/2006 17:15;44546;34850.7792;North Dakota;79396.77919999999;39698.389599999995
1124;Air Indonesia;1233 Arbor Rd.;28;21;06/12/1985 23:33;64912;28956.4016;Nevada;93868.4016;46934.2008
